,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
165351,201607300025,2016,7,30,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Marinka,47.942608,37.505134999999996,1.0,0,,"07/30/2016: Assailants attacked Ukrainian soldiers in Marinka, Donetsk, Ukraine. The outcome of the attack is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Ukrainian Soldiers Return Fire With Separatists In Eastern Ukraine,"" Radio Free Europe, August 1, 2016.",,,START Primary Collection,0,1,0,1,
165620,201608060036,2016,8,6,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Luhansk,48.581534999999995,39.355545,1.0,0,,"08/06/2016: An explosive device detonated targeting Igor Plotnitsky in Luhansk, Ukraine. Plotnitsky, the Luhansk People's Republic head, and at least two other people were injured in the blast. No group claimed responsibility for the attack.",1,0,1,1.0,5.0,State Actors,0.0,0,0,1,Assassination,,,,,17,Terrorists/Non-State Militia,93.0,Terrorist,Luhansk People's Republic,Head: Igor Plotnitsky,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device tied to a traffic light was used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Nearby buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The attack may have been the result of conflict between rival groups. Sources also suspected that the attack may have been carried out by the Ukrainian or Russian military.,"""Blast injures Ukrainian rebel leader,"" BBC, August 6, 2016.","""Ukrainian rebel leader injured in 'assassination attempt' blast on car,"" RusData DiaLine - Russian Press Digest, August 8, 2016.","""Pro-Russian militant leader wounded in bomb attack in Luhansk; UKRAINE CRISIS,"" EFE Newswire - Americas in Focus, August 6, 2016.",START Primary Collection,-9,-9,0,-9,
165750,201608080068,2016,8,8,2016-08-08 00:00:00,0,,214,Ukraine,9,Eastern Europe,Lviv,Dublyany,49.902114000000005,24.089831,1.0,1,,"08/08/2016: An assailant attempted to plant an explosive device targeting a railway line in Dublyany, Lviv, Ukraine. Police intervened and the assailant opened fire on them, wounding one officer; no other casualties were reported. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,3,Police,25.0,Police Security Forces/Officers,Militsiya,Officers,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Ukrainian security forces foil string of terror attacks on railways,"" Xinhua General News Service, August 8, 2016.","""Ukraine's security service says foils attack on railway,"" 112 Ukrayina TV Online, August 8, 2016.","""SBU prevented attacks on Lviv railway,"" 112.UA International, August 8, 2016.",START Primary Collection,-9,-9,0,-9,
165790,201608090014,2016,8,9,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Kamyanske,48.523449,34.613357,1.0,0,The incident occurred along Ivana Sirka street.,"08/09/2016: An explosive device detonated targeting a house in Kamyanske, Dnipropetrovsk, Ukraine. Two people were killed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Two killed by blast in south-eastern Ukraine,"" UNIAN, August 9, 2016.",,,START Primary Collection,-9,-9,0,-9,
166401,201608260046,2016,8,26,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Rovenky,48.084844,39.369118,1.0,1,The incident occurred between Rovenky and Daryevka.,"08/26/2016: An explosive device was discovered and defused on railway tracks between Rovenky and Daryevka in Luhansk, Ukraine. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Tracks,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device equivalent to 5.5 kilograms of TNT was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Railroad bombing prevented in self-proclaimed Luhansk republic - local militia,"" Russia & CIS General Newswire, August 27, 2016.","""Lugansk militia prevents terrorist attack on railway,"" ITAR-TASS, August 27, 2016.",,START Primary Collection,-9,-9,0,-9,
166677,201609040023,2016,9,4,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.450036,30.491422999999998,1.0,0,The incident occurred in the Shevchenkivski neighborhood.,"09/04/2016: Assailants opened fire on and set fire to the Inter TV station in Kiev, Ukraine. At least three people were injured in the attack. No group claimed responsibility for the incident; however, sources noted that Inter TV station was pro-Russian.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,10,Journalists & Media,55.0,Television Journalist/Staff/Facility,Inter TV,Offices,214.0,Ukraine,10.0,Journalists & Media,56.0,Other (including online news agencies),Podrobnosti,Studio,214.0,Ukraine,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that Inter TV station was pro-Russian.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,Firearms and two incendiary devices were used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),430000.0,A television station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Investigation into attack on Ukraine's Inter television channel underway - National Police head Dekanoidze,"" Interfax, September 12, 2016.","""Ukrainian parliament demands inquiry into arson of Inter TV office,"" Interfax, September 7, 2016.","""Naryshkin sees historical parallels between Ukraine's Inter arson and Nazi burning of books,"" Interfax, September 7, 2016.",START Primary Collection,-9,-9,0,-9,
166755,201609060064,2016,9,6,,0,,214,Ukraine,9,Eastern Europe,Ivano-Frankivsk,Ivano-Frankivsk,48.922554999999996,24.710165,1.0,0,,"09/06/2016: Assailants set fire to an Organization for Security and Cooperation in Europe (OSCE) vehicle in Ivano-Frankivsk, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police Investigating Arson Of OSCE Car In Ivano-Frankivsk,"" Ukrainian News Agency, September 7, 2016.","""OSCE car set on fire in western Ukraine,"" Interfax-Ukraine, September 7, 2016.",,START Primary Collection,-9,-9,1,1,
166952,201609120026,2016,9,12,,0,,214,Ukraine,9,Eastern Europe,Rivne,Rivne,50.6199,26.251617,1.0,0,,"09/12/2016: An explosive device detonated outside the home of People's Deputy Yuryy Voznyuk in Rivne, Ukraine. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Verkhovna Rada,House of Member: Yuryy Voznyuk,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A gazebo was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian MP reports arson attack on house,"" UNIAN, September 12, 2016.",,,START Primary Collection,-9,-9,0,-9,
167083,201609170035,2016,9,17,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.433603999999995,30.471797,1.0,0,,"09/17/2016: Assailants attacked the Russian Embassy in Kiev, Ukraine. There were no reported casualties, although the building was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Russian Ministry of Foreign Affairs,Embassy,167.0,Russia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,20.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Fireworks were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The Russian Embassy was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Russian Embassy in Kiev Attacked with Smoke Bomb, Fireworks,"" Latin American Herald Tribune, September 18, 2016.","""Russian Embassy in Kiev sent note of protest to Ukrainian MFA over attack,"" News.am, September 17, 2016.","""Russian Foreign Ministry Calls on Kiev to Investigate Attack on Russian Embassy,"" Sputnik, September 17, 2016.",START Primary Collection,-9,-9,1,1,
167147,201609190027,2016,9,19,,0,,214,Ukraine,9,Eastern Europe,Volyn,Lutsk,50.747233,25.325383,1.0,0,,"09/19/2016: A grenade detonated damaging four vehicles near the Grand Volyn trade center in Lutsk, Volyn, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicles,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Four vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Arms seized, suspected rebel supporters detained in Ukraine,"" UNIAN, September 19, 2016.","""Explosion rocks downtown Lutsk in west Ukraine,"" Tass.ru, September 19, 2016.",,START Primary Collection,-9,-9,0,-9,
167593,201609300018,2016,9,30,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Nikopol,47.579815,34.384754,1.0,0,,"09/30/2016: An explosive device attached to a vehicle was discovered and defused at a parking lot in Nikopol, Dnipropetrovsk, Ukraine. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,29.0,Sticky Bomb,,,,,,,,,,,,,An explosive device attached underneath the bumper of a vehicle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Ukraine law enforcers seize arms, detain suspected traders,"" UNIAN, September 29, 2016.",,,START Primary Collection,-9,-9,0,-9,
168145,201610150036,2016,10,29,2016-10-29 00:00:00,1,,214,Ukraine,9,Eastern Europe,Luhansk,Unknown,48.533188,39.094863000000004,4.0,0,The incident occurred between Severodonetsk and Krasnodon.,"10/29/2016: Assailants abducted Vitaliy Rudenko, a judge, between Severodonetsk and Krasnodon in Luhansk, Ukraine. Rudenko was injured before being released on July 29, 2017. No group claimed responsibility for the incident; however, sources attributed the abduction to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),14.0,Judge/Attorney/Court,Government of Ukraine,Judge of Luhansk Regional Court of Appeal: Vitaliy Rudenko,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,273.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,"""Ukrainian judge released after 9-month captivity in separatist-controlled Luhansk Oblast,"" Kyiv Post Online, July 31, 2017.","""BBC Monitoring: Ukraine Watchlist 31 Jul 17,"" BBC Monitoring, July 31, 2017.",,START Primary Collection,0,1,0,1,
168544,201610260049,2016,10,26,2016-10-26 00:00:00,1,,214,Ukraine,9,Eastern Europe,Donetsk,Unknown,48.015883,37.80285,4.0,0,,"10/26/2016: Assailants abducted Liliya Kots in Donetsk oblast, Ukraine. Kots was released as part of a prisoner exchange on December 27, 2017. The Donetsk People's Republic claimed responsibility for the incident and stated that Kots was allegedly planning to abduct a Donetsk People's Republic member.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68.0,Named Civilian,Not Applicable,Civilian: Liliya Kots,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,The Donetsk People's Republic claimed responsibility for the incident and stated that Liliya Kots was allegedly planning to abduct a Donetsk People's Republic member.,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,427.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,"""Far-right groups deny links to Ukrainian detained by rebels,"" Interfax-Ukraine, October 26, 2016.","""Ukrainian fighter nicknamed Mata Hari 'confesses to sleeping with key targets' after she was detained for seducing and planning to abduct Putin's best men ,"" Mail Online UK, October 27, 2016.","""Rebels detain Ukrainian woman suspected of kidnap attempt,"" Donetskoye Agentstvo Novostey, October 26, 2016.",START Primary Collection,0,1,0,1,
169323,201611150059,2016,11,15,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Marinka,47.942608,37.505134999999996,1.0,0,,"11/15/2016: Assailants shelled School 1 in Marinka, Donetsk, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,School 1,School,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A school was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Militants Shell School In Maryinka, Donetsk Region,"" Ukrainian News Agency, November 15, 2016.",,,START Primary Collection,-9,-9,0,-9,
169603,201611230044,2016,11,23,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Marinka,47.942608,37.505134999999996,1.0,0,,"11/23/2016: Assailants opened fire on a border checkpoint in Marinka, Donetsk, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,,,,,4,Military,36.0,Military Checkpoint,State Border Guard Service of Ukraine (DPSU),Border Checkpoint,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Small arms were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Maryinka checkpoint reopens in Donbas after attack,"" Ukraine General Newswire, November 23, 2016.","""Ukrainian border guards report militants attack on Maryinka checkpoint,"" Ukraine General Newswire, November 23, 2016.",,START Primary Collection,-9,-9,0,-9,
170029,201612040018,2016,12,4,,0,,214,Ukraine,9,Eastern Europe,Kharkiv,Vysokyi,49.884876,36.113516,1.0,0,,"12/04/2016: Assailants fired a grenade launcher at the residence of Ihor Kotvyskyy, a parliamentarian and People's Front party member, in Vysokyi, Kharkiv, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Verkhovna Rada,Home of Member of Parliament: Ihor Kotvyskyy,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A grenade launcher was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Ukraine police report grenade launcher attack, grenade blast,"" Interfax-Ukraine, December 4, 2016.",,,START Primary Collection,-9,-9,0,-9,
170311,201612140051,2016,12,14,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Maiorska,48.396415999999995,37.974052,1.0,0,,"12/14/2016: Assailants opened fire on a military checkpoint in Maiorska, Donetsk, Ukraine. One civilian was killed and one civilian was injured in the attack. No group claimed responsibility for the incident.",1,1,1,1.0,5.0,State Actors,0.0,1,0,2,Armed Assault,,,,,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Mayorsk Checkpoint,214.0,Ukraine,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The acting mayor of a rebel-held town claimed that government forces may have carried out the attack.,"""At least 1 civilian killed in attack in Ukraine's Donetsk,"" Xinhua General News Service, December 14, 2016.","""At least 1 civilian killed in attack in Ukraine's Donetsk,"" SINA, December 14, 2016.",,START Primary Collection,-9,-9,0,-9,
170422,201612180043,2016,12,18,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Debaltseve,48.366288,38.354490000000006,1.0,1,,"12/18/2016: Assailants opened fire on military forces near Debaltseve, Donetsk, Ukraine. This was one of two related attacks in the area on this date. At least 25 assailants and five soldiers were killed and 16 soldiers were injured across the ensuing clashes. The Donetsk People's Republic claimed responsibility for the incidents.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,"Artillery, grenade launchers, and firearms were used in the attack.",15.0,0.0,13.0,8.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers represent a division of the total number of those killed and wounded across incidents 201612180043 and 201612180044.","""Ukraine army 'repulsed rebel attack' near Debaltseve in east,"" BBC, December 19, 2016.","""2,900 explosions in a day. Heavy artillery and tank fire returns to the front lines in Ukraine.,"" Washington Post, December 20, 2016.","""Worst insurgent clash in months claims five Ukraine troops,"" Japan Times, December 18, 2016.",START Primary Collection,0,1,0,1,"201612180043, 201612180044"
170423,201612180044,2016,12,18,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Svitlodarsk,48.434017,38.221252,1.0,0,,"12/18/2016: Assailants opened fire on military forces in Svitlodarsk, Donetsk, Ukraine. This was one of two related attacks in the area on this date. At least 25 assailants and five soldiers were killed and 16 soldiers were injured across the ensuing clashes. The Donetsk People's Republic claimed responsibility for the incidents.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,,15.0,0.0,12.0,8.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers represent a division of the total number of those killed and wounded across incidents 201612180043 and 201612180044.","""Ukraine army 'repulsed rebel attack' near Debaltseve in east,"" BBC, December 19, 2016.","""2,900 explosions in a day. Heavy artillery and tank fire returns to the front lines in Ukraine.,"" Washington Post, December 20, 2016.",,START Primary Collection,0,1,0,1,"201612180043, 201612180044"
